borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips,co2_month,noise_month,cost_month
Unknown,2022,5,22.40580357142857,8.207678571428572,919.26,112.0,89467.75415730337,7853.842696629213,13922.229848640705
Bronx,2022,6,25.88431140090892,672.3836633076467,1134311.24,1687.0,110397797.31325842,118298.50561797751,18002544.509457752
Brooklyn,2022,6,20.22603641199669,105.02523754929835,1116363.395,5452.0,108651008.17404494,382313.8426966292,17717695.988992285
EWR,2022,6,0.0666666666666666,0.01,0.01,1.0,0.9732584269662922,70.12359550561797,0.15870903747244672
Manhattan,2022,6,16.32512041435735,22.04797596661388,794029.4866666667,13473.0,77279588.91580524,944775.2022471909,12601965.555360764
Queens,2022,6,23.691582897168388,41.46377769324514,612931.6766666666,5259.0,59654091.94704119,368779.9887640449,9727779.64401396
Staten Island,2022,6,25.0,9.08,54.48,6.0,5302.311910112359,420.7415730337078,864.6468361498897
Unknown,2022,6,19.70359477124183,9.512156862745098,970.24,102.0,94429.42561797753,7152.606741573033,15398.585651726671
Bronx,2022,7,19.28159298780488,330.96708079268296,434228.81000000006,1312.0,42261684.8564045,92002.15730337078,6522461.301596621
Brooklyn,2022,7,23.467886221294364,155.8004258872651,1492568.08,9580.0,145265446.1680899,671784.0449438201,22419556.965366643
Manhattan,2022,7,15.086003701594532,39.23159624145786,1308894.585,17561.0,127389268.48617977,1231440.4606741571,19660635.31927296
Queens,2022,7,23.179937581004083,38.94614206587924,505286.415,6816.5,49177426.143033706,477997.4887640449,7589802.915333945
Staten Island,2022,7,15.384722222222225,5.946666666666666,71.36,12.0,6945.17213483146,841.4831460674156,1071.8838265980896
Unknown,2022,7,10.89622641509434,4.740943396226415,502.54,106.0,48910.128988764045,7433.101123595505,7548.549582659809
Bronx,2022,8,19.77776944236059,188.16545386346587,250824.55,1333.0,24411710.697752807,93474.75280898875,3423957.831236223
Brooklyn,2022,8,23.928033293133065,74.78053393268281,655306.05,4561.0,63778213.54044944,319833.71910112357,8945457.220012859
EWR,2022,8,46.900000000000006,19.69,39.38,2.0,3832.6916853932585,140.24719101123594,537.5688280675975
Manhattan,2022,8,34.1786098268268,17.206182939840783,530978.245,18277.0,51677905.14820225,1281648.9550561795,7248282.196395113
Queens,2022,8,17.73035126105778,34.03590273856578,466654.405,7089.5,45417533.2147191,497141.2303370786,6370209.791986591
Staten Island,2022,8,36.80555555555556,10.553333333333336,94.98,9.0,9244.008539325843,631.1123595505617,1296.5537656135195
Unknown,2022,8,16.116531165311653,5.282113821138212,649.7,123.0,63232.6,8625.20224719101,8868.93010653931
Bronx,2022,9,22.61843039772728,721.0389630681818,1015222.86,1408.0,98807420.37438202,98734.02247191011,12245370.485601028
Brooklyn,2022,9,19.63200270142007,120.24508542328331,1086225.825,4566.0,105717843.77696629,320184.33707865165,13101790.929089824
EWR,2022,9,23.166666666666664,13.16,26.32,2.0,2561.6161797752807,140.24719101123594,317.46541954445263
Manhattan,2022,9,19.10850981623451,33.41465642743139,1204429.94,19112.0,117222158.87955055,1340202.1573033708,14527540.12971124
Queens,2022,9,30.82715843838641,27.75762727439532,366946.52,5280.0,35713379.2835955,370252.5842696629,4426019.411936811
Staten Island,2022,9,20.616666666666667,9.93,69.51,7.0,6765.1193258426965,490.8651685393258,838.4126638501102
Unknown,2022,9,14.816794871794873,5.237384615384616,680.86,130.0,66265.27325842697,9116.067415730337,8212.367232182218
Bronx,2022,10,19.406374695863747,740.4022481751824,1014351.08,1370.0,98722573.65123595,96069.32584269662,11926413.557954447
Brooklyn,2022,10,17.143873253394112,88.74923743930233,886992.9049999999,5046.5,86327331.94505617,353878.7247191011,10428977.122991182
EWR,2022,10,23.74791666666667,14.49625,115.97,8.0,11286.87797752809,560.9887640449438,1363.5379382806761
Manhattan,2022,10,12.493839682220884,15.409856982660507,558210.1233333334,13279.0,54328270.655205995,931171.224719101,6563254.985749206
Queens,2022,10,21.013797427909576,48.887416486939856,644614.2066666667,4638.666666666667,62737620.87805243,325279.98501872655,7579166.390831253
Staten Island,2022,10,25.60833333333333,10.06,20.12,2.0,1958.1959550561799,140.24719101123594,236.56448493754598
Unknown,2022,10,28.867409766454355,4.823375796178344,757.27,157.0,73701.9408988764,11009.40449438202,8903.736953710508
Bronx,2022,11,24.03063973063973,13.15425160697888,14324.98,1089.0,1394190.7501123594,76364.59550561797,176109.89372520207
Brooklyn,2022,11,22.5627974386943,149.99499151617988,1221191.175,4126.0,118853460.20056179,289329.9550561797,15013204.070609849
EWR,2022,11,19.23333333333333,8.66,25.98,3.0,2528.525393258427,210.3707865168539,319.395562086701
Manhattan,2022,11,16.649472546208216,18.659355130008,626029.37,18140.5,60928835.98808988,1272077.0842696629,7696343.437795739
Queens,2022,11,20.75854465408805,57.0578679245283,740599.57,6627.5,72079477.25101122,464744.1292134831,9104858.19635562
Staten Island,2022,11,46.8,20.436,102.18,5.0,9944.754606741573,350.61797752808985,1256.1908596620135
Unknown,2022,11,16.38927392739274,6.453960396039604,651.85,101.0,63441.85056179775,7082.483146067415,8013.779720793535
Bronx,2022,12,22.69147118447727,55.24390964378801,63585.74,1151.0,6188535.728988764,80712.25842696629,710821.7637891256
Brooklyn,2022,12,18.82026831785345,49.49696542827658,460348.465,4846.5,44803802.290224716,339854.00561797747,5146212.15148108
Manhattan,2022,12,17.042264528392725,32.13986901411958,1290640.72,40157.0,125612695.69258426,2815953.2247191006,14428007.175955914
Queens,2022,12,18.52956124353649,20.150368907742003,323155.74,8674.5,31451404.717752807,608287.1292134831,3612541.6341050696
Staten Island,2022,12,226.17962962962963,38.830000000000005,349.47,9.0,34012.46224719101,631.1123595505617,3906.707412564291
Unknown,2022,12,70.94488188976378,12.663700787401574,1608.29,127.0,156528.1795505618,8905.696629213482,17978.992372887584
Bronx,2023,1,19.263214550853743,146.13269487750557,131227.16,898.0,12771793.931685394,62970.98876404494,1445528.3938853785
Brooklyn,2023,1,453.8937047048224,10.75637090139852,58685.08,4255.0,5711574.864719101,298375.89887640445,646443.5368214549
Manhattan,2023,1,16.48685088014062,5.777829761935535,223526.9,38687.0,21754943.907865167,2712871.5393258426,2462253.094155033
Queens,2023,1,24.954387943885425,4.951155765852101,26988.48,5566.333333333333,2626676.5591011234,390331.3071161048,297290.69918001466
Staten Island,2023,1,13.38148148148148,3.641111111111112,32.77,9.0,3189.3678651685395,631.1123595505617,360.9768394562822
Unknown,2023,1,25.35617283950617,7.361851851851852,397.54,54.0,38690.91550561798,3786.6741573033705,4379.088579720794
Bronx,2023,2,18.038205681409565,7.406990291262136,6866.28,927.0,668266.4871910112,65004.57303370786,76174.08653783983
Brooklyn,2023,2,540.0369963259044,16.191171269379844,121167.985,4128.5,11792776.247977527,289505.2640449438,1344230.1471838723
EWR,2023,2,38.025,7.04,14.08,2.0,1370.3478651685393,140.24719101123594,156.20265099191772
Manhattan,2023,2,14.387355582633813,6.997957487137828,218460.01,18466.0,21261804.568764046,1294902.3146067415,2423581.867735856
Queens,2023,2,11.896643118964528,5.66561132642904,65794.75,5252.666666666667,6403529.488764045,368335.872659176,729922.8956925055
Staten Island,2023,2,65.0,18.83,18.83,1.0,1832.6456179775278,70.12359550561797,208.89885782512857
Unknown,2023,2,28.875735294117646,60.30617647058824,4100.82,68.0,399115.762247191,4768.404494382022,45494.24398016165
Bronx,2023,4,26.625225225225226,22.8141325196164,26167.81,1147.0,2546804.159775281,80431.76404494382,300571.2333273329
Brooklyn,2023,4,24.493731915964272,11.23678072713549,62894.07,3975.0,6121218.363370786,278741.2921348314,722419.9575308596
EWR,2023,4,42.60416666666666,21.07,84.28,4.0,8202.622022471909,280.4943820224719,968.0650977222631
Manhattan,2023,4,14.749276338606837,6.63498846143585,159963.00499999998,18742.5,15568534.261910109,1314291.4887640448,1837382.5589377296
Queens,2023,4,19.38803131991052,23.351178651326304,365329.19,15645.0,35555971.27842697,1097083.6516853932,4196279.520860764
Staten Island,2023,4,13.473333333333334,3.33,16.65,5.0,1620.4752808988762,350.61797752808985,191.24684239529756
Unknown,2023,4,19.22930107526882,7.5159677419354844,465.99,62.0,45352.869438202244,4347.662921348314,5352.499464731815
Bronx,2023,6,23.64266211604096,101.2686604095563,118686.87,1172.0,11551299.63977528,82184.85393258426,1392765.5658438648
Brooklyn,2023,6,28.1945664696919,22.77368770208496,157623.605,4485.0,15340850.185505617,314504.3258426966,1849679.9975277372
Manhattan,2023,6,15.18682192095804,9.430989526142412,292875.18,17759.5,28504323.698426966,1245359.9943820224,3436828.907817046
Queens,2023,6,18.035896031166303,11.74184055677299,150003.76666666666,5478.333333333333,14599242.99850187,384160.4307116104,1760262.7903171685
Staten Island,2023,6,33.05238095238095,16.675714285714285,116.73,7.0,11360.845617977528,490.8651685393258,1369.8021061719323
Unknown,2023,6,18.47777777777777,6.020864197530864,487.69,81.0,47464.8402247191,5680.011235955056,5722.940025349008
