year,state,Auto,Bus,Truck,Motorcycle,Total_Vehicles
1980,AL,2105546.0,8716.0,823846.0,75990.0,3014098.0
1981,AL,2149718.0,8731.0,852841.0,73323.0,3084613.0
1982,AL,2194794.0,8300.0,836366.0,70895.0,3110355.0
1983,AL,2271950.0,8503.0,864316.0,72506.0,3217275.0
1984,AL,2266571.0,8375.0,927109.0,69637.0,3271692.0
1985,AL,2449566.0,8380.0,924885.0,63099.0,3445930.0
1986,AL,2524671.0,8361.0,923924.0,59222.0,3516178.0
1987,AL,2590443.0,8402.0,947738.0,55291.0,3601874.0
1988,AL,2787788.0,8443.0,1084750.0,50667.0,3931648.0
1989,AL,2597723.0,8370.0,1017111.0,46940.0,3670144.0
1990,AL,2629143.0,8234.0,1107114.0,43871.0,3788362.0
1991,AL,2214858.0,8248.0,1260691.0,40645.0,3524442.0
1992,AL,2107994.0,8270.0,1187800.0,41358.0,3345422.0
1993,AL,2116603.0,8351.0,1265411.0,40489.0,3430854.0
1994,AL,1927234.0,8401.0,1240925.0,39186.0,3215746.0
1995,AL,2118372.0,8451.0,1426012.0,37926.0,3590761.0
1996,AL,1761297.0,8514.0,1636905.0,36706.0,3443422.0
1997,AL,1905811.0,8576.0,1755052.0,39025.0,3708464.0
1998,AL,2062734.0,8641.0,1787553.0,44540.0,3903468.0
1999,AL,1918032.0,8708.0,2030509.0,49205.0,4006454.0
2000,AL,1961806.0,8776.0,1989567.0,54849.0,4014998.0
2001,AL,1765088.0,8826.0,2461175.0,54998.0,4290087.0
2002,AL,1801678.0,8894.0,2617427.0,62010.0,4490009.0
2003,AL,1770924.0,8964.0,2549357.0,70859.0,4400104.0
2004,AL,1693741.0,9088.0,2804922.0,81086.0,4588837.0
2005,AL,1761909.0,9073.0,2773536.0,93468.0,4637986.0
2006,AL,1795596.0,9082.0,2825636.0,104075.0,4734389.0
2007,AL,1976510.0,9205.0,2692056.0,110858.0,4788629.0
2008,AL,2220095.0,8947.0,2500749.0,127166.0,4856957.0
2009,AL,2171584.0,8884.0,2430377.0,122471.0,4733316.0
2010,AL,2211550.0,8813.0,2433475.0,123289.0,4777127.0
2011,AL,2307668.0,12373.0,2364601.0,127301.0,4811943.0
2012,AL,2042489.0,5699.0,2663979.0,132555.0,4844722.0
2013,AL,2074969.0,5406.0,2588760.0,118084.0,4787219.0
2014,AL,2524145.0,5397.0,2721534.0,115768.0,5366844.0
2015,AL,2278262.0,5727.0,3001316.0,115114.0,5400419.0
2016,AL,2284443.0,6238.0,3067917.0,109703.0,5468301.0
2017,AL,2065463.0,5682.0,2872743.0,112185.0,5056073.0
2018,AL,2161212.0,5767.0,3023208.0,110012.0,5300199.0
2019,AL,2334917.182080358,6040.518923414131,3108988.5406557578,,5449946.2416595295
2020,AL,2319976.5370919863,5869.241792963194,3521313.888399524,,5847159.667284474
1980,AK,163193.0,1445.0,96889.0,8827.0,270354.0
1981,AK,178887.0,1560.0,107148.0,9977.0,297572.0
1982,AK,199956.0,1580.0,117014.0,10462.0,329012.0
1983,AK,218673.0,1692.0,130123.0,10579.0,361067.0
1984,AK,227375.0,1794.0,138439.0,9925.0,377533.0
1985,AK,186851.0,1884.0,164280.0,9961.0,362976.0
1986,AK,191368.0,1987.0,169302.0,9736.0,372393.0
1987,AK,187926.0,2048.0,167427.0,9065.0,366466.0
1988,AK,190070.0,2034.0,169779.0,8614.0,370497.0
1989,AK,191946.0,2118.0,219679.0,8274.0,422017.0
1990,AK,247886.0,2144.0,227295.0,11541.0,488866.0
1991,AK,230821.0,2020.0,238062.0,11016.0,481919.0
1992,AK,226642.0,1918.0,257535.0,11191.0,497286.0
1993,AK,221507.0,1916.0,265581.0,11564.0,500568.0
1994,AK,231587.0,1935.0,299974.0,12553.0,546049.0
1995,AK,233859.0,2008.0,306319.0,12917.0,555103.0
1996,AK,228477.0,2034.0,307915.0,13122.0,551548.0
1997,AK,224770.0,2078.0,315550.0,13467.0,555865.0
1998,AK,232170.0,2196.0,311499.0,13695.0,559560.0
1999,AK,238202.0,2372.0,330895.0,14924.0,586393.0
2000,AK,244305.0,2510.0,347584.0,16107.0,610506.0
2001,AK,242293.0,2568.0,352873.0,16788.0,614522.0
2002,AK,255217.0,2250.0,362948.0,18173.0,638588.0
2003,AK,260999.0,2306.0,373478.0,19615.0,656398.0
2004,AK,255068.0,2440.0,402473.0,21134.0,681115.0
2005,AK,249560.0,2273.0,420933.0,22230.0,694996.0
2006,AK,242487.0,2706.0,429901.0,24122.0,699216.0
2007,AK,240931.0,2672.0,436538.0,25720.0,705861.0
2008,AK,242650.0,2763.0,445343.0,27946.0,718702.0
2009,AK,236223.0,2698.0,456361.0,29177.0,724459.0
2010,AK,228407.0,2795.0,479242.0,30194.0,740638.0
2011,AK,215688.0,2346.0,508900.0,31020.0,757954.0
2012,AK,193151.0,3487.0,546667.0,31940.0,775245.0
2013,AK,201042.0,3540.0,549036.0,32207.0,785825.0
2014,AK,195389.0,3498.0,569456.0,32090.0,800433.0
2015,AK,193348.0,3441.0,586380.0,31953.0,815122.0
2016,AK,183259.0,8119.0,571287.0,31949.0,794614.0
2017,AK,173487.0,8080.0,591079.0,31859.0,804505.0
2018,AK,183270.0,8473.0,580390.0,31550.0,803683.0
2019,AK,182493.44588852627,,,,182493.44588852627
2020,AK,183635.03754210047,,,,183635.03754210047
1980,AZ,1372742.0,3879.0,540132.0,89129.0,2005882.0
1981,AZ,1507320.0,4127.0,590376.0,98011.0,2199834.0
1982,AZ,1582896.0,4540.0,628113.0,102639.0,2318188.0
1983,AZ,1634258.0,4509.0,650709.0,89429.0,2378905.0
1984,AZ,1504204.0,4044.0,602631.0,82511.0,2193390.0
1985,AZ,1543782.0,4047.0,687192.0,82706.0,2317727.0
1986,AZ,1607942.0,4162.0,733417.0,81031.0,2426552.0
1987,AZ,1804908.0,4203.0,834326.0,65211.0,2708648.0
1988,AZ,1868428.0,4236.0,832208.0,83750.0,2788622.0
1989,AZ,1886862.0,4309.0,884099.0,81338.0,2856608.0
1990,AZ,1898056.0,4399.0,922657.0,79554.0,2904666.0
1991,AZ,1840969.0,4430.0,1003138.0,80517.0,2929054.0
1992,AZ,1736315.0,4394.0,1060192.0,71163.0,2872064.0
1993,AZ,1781193.0,4400.0,1105996.0,73007.0,2964596.0
1994,AZ,1687113.0,4444.0,1121905.0,68492.0,2881954.0
1995,AZ,1687961.0,4429.0,1180935.0,69170.0,2942495.0
1996,AZ,1765844.0,4403.0,1241420.0,71873.0,3083540.0
1997,AZ,1852690.0,4486.0,1285967.0,74680.0,3217823.0
1998,AZ,1728185.0,4454.0,1211377.0,54373.0,2998389.0
1999,AZ,2037370.0,4551.0,1564306.0,145190.0,3751417.0
2000,AZ,2163141.0,4594.0,1626803.0,165094.0,3959632.0
2001,AZ,2263970.0,4725.0,1698422.0,191364.0,4158481.0
2002,AZ,2237596.0,4728.0,1697257.0,219105.0,4158686.0
2003,AZ,1991931.0,4689.0,1577374.0,209215.0,3783209.0
2004,AZ,2055202.0,4787.0,1716125.0,209048.0,3985162.0
2005,AZ,2120631.0,4888.0,1845996.0,98703.0,4070218.0
2006,AZ,2189979.0,4961.0,1987392.0,114443.0,4296775.0
2007,AZ,2237693.0,4915.0,2129427.0,125219.0,4497254.0
2008,AZ,2234963.0,4920.0,2133349.0,134434.0,4507666.0
2009,AZ,2228172.0,5029.0,2124433.0,138475.0,4496109.0
2010,AZ,2201251.0,5078.0,2113681.0,136620.0,4456630.0
2011,AZ,2363015.0,11759.0,2555552.0,178928.0,5109254.0
2012,AZ,2124041.0,20850.0,2869368.0,148755.66,5163014.66
2013,AZ,2257249.0,20989.0,2914452.0,188360.0,5381050.0
2014,AZ,2320664.0,21042.0,3065391.0,180917.0,5588014.0
2015,AZ,2332734.0,21049.0,3115726.0,161138.0,5630647.0
2016,AZ,2377962.0,9016.0,3233330.0,166583.0,5786891.0
2017,AZ,2391624.0,9051.0,3399704.0,164055.0,5964434.0
2018,AZ,2391772.0,8349.0,3235918.0,170274.0,5806313.0
2019,AZ,2387673.749860888,7250.153117792761,3274551.3500951123,165802.14325585656,5835277.39632965
2020,AZ,2423839.9004788534,8895.440579136557,3289959.2311104005,167653.06848648773,5890347.640654878
1980,AR,1036456.0,5536.0,531726.0,34153.0,1607871.0
1981,AR,1092943.0,5481.0,562370.0,30432.0,1691226.0
1982,AR,959404.0,5863.0,510173.0,25976.0,1501416.0
1983,AR,938180.0,3720.0,500358.0,23804.0,1466062.0
1984,AR,860732.0,4734.0,451149.0,28161.0,1344776.0
1985,AR,905351.0,4913.0,473348.0,28886.0,1412498.0
1986,AR,937944.0,5170.0,483133.0,24114.0,1450361.0
1987,AR,953887.0,5257.0,485847.0,20077.0,1465068.0
1988,AR,929244.0,5258.0,492548.0,16608.0,1443658.0
1989,AR,948690.0,5262.0,479116.0,15142.0,1448210.0
1990,AR,942083.0,5179.0,500398.0,14556.0,1462216.0
1991,AR,873479.0,5489.0,600669.0,14000.0,1493637.0
1992,AR,851013.0,5585.0,644882.0,13905.0,1515385.0
1993,AR,853452.0,5612.0,668561.0,13809.0,1541434.0
1994,AR,862768.0,5585.0,698485.0,14374.0,1581212.0
1995,AR,870016.0,5660.0,737523.0,17217.0,1630416.0
1996,AR,862334.0,5736.0,758482.0,16490.0,1643042.0
1997,AR,857314.0,5814.0,770702.0,14331.0,1648161.0
1998,AR,928958.0,5995.0,819262.0,21070.0,1775285.0
1999,AR,945871.0,6468.0,865486.0,21786.0,1839611.0
2000,AR,951243.0,6684.0,882266.0,25020.0,1865213.0
2001,AR,973531.0,6936.0,883331.0,29290.0,1893088.0
2002,AR,960263.0,7331.0,905156.0,34101.0,1906851.0
2003,AR,955188.0,7573.0,925794.0,38500.0,1927055.0
2004,AR,960085.0,7662.0,949756.0,43668.0,1961171.0
2005,AR,951430.0,7855.0,980248.0,50100.0,1989633.0
2006,AR,958640.0,8201.0,1027414.0,58694.0,2052949.0
2007,AR,944255.0,7758.0,1058288.0,64154.0,2074455.0
2008,AR,957446.0,7737.0,1075805.0,71145.0,2112133.0
2009,AR,947406.0,7836.0,1082159.0,76067.0,2113468.0
2010,AR,945198.0,7866.0,1120347.0,75694.0,2149105.0
2011,AR,1021817.0,3350.0,1346842.0,76301.0,2448310.0
2012,AR,881272.0,10535.0,1512023.0,76085.0,2479915.0
2013,AR,865210.0,10395.0,1468158.0,74196.0,2417959.0
2014,AR,989291.0,11536.0,1684913.0,92921.0,2778661.0
2015,AR,947789.0,11813.0,1720808.0,91804.0,2772214.0
2016,AR,942604.0,11931.0,1762765.0,90838.0,2808138.0
2017,AR,926789.0,11941.0,1805510.0,89457.0,2833697.0
2018,AR,921161.0,12006.0,1792851.0,91127.0,2817145.0
2019,AR,929061.1552343318,11752.830339229195,1829601.1070071238,96123.30525977883,2866538.3978404636
2020,AR,924466.0419169165,11457.139058422348,1851874.2977044496,97670.81596769471,2885468.294647483
1980,CA,13268006.0,24277.0,3580834.0,745691.0,17618808.0
1981,CA,13208593.0,24452.0,3557517.0,739607.0,17530169.0
1982,CA,13420945.0,34111.0,3675347.0,687110.0,17817513.0
1983,CA,13935390.0,33443.0,3797926.0,705106.0,18471865.0
1984,CA,14095912.0,33804.0,3835287.0,704986.0,18669989.0
1985,CA,13968518.0,34435.0,4896268.0,712894.0,19612115.0
1986,CA,14415379.0,35812.0,5309069.0,709746.0,20470006.0
1987,CA,14629229.0,36986.0,5627769.0,685713.0,20979697.0
1988,CA,15224990.0,37533.0,6074441.0,664864.0,22001828.0
1989,CA,15338606.0,38854.0,6243373.0,643184.0,22264017.0
1990,CA,15364023.0,40127.0,6521728.0,640554.0,22566432.0
1991,CA,15017681.0,40381.0,7194679.0,651370.0,22904111.0
1992,CA,14545660.0,40835.0,7615805.0,623046.0,22825346.0
1993,CA,14691068.0,41423.0,8091221.0,586810.0,23410522.0
1994,CA,14504566.0,42261.0,7792048.0,554727.0,22893602.0
1995,CA,14297486.0,42899.0,8091364.0,532053.0,22963802.0
1996,CA,15398720.0,43726.0,8948984.0,526048.0,24917478.0
1997,CA,15705806.0,44469.0,9194701.0,454360.0,25399336.0
1998,CA,16174220.0,45426.0,9380604.0,403971.0,26004221.0
1999,CA,16657441.0,47017.0,9658010.0,419572.0,26782040.0
2000,CA,17321413.0,47312.0,10329198.0,448501.0,28146424.0
2001,CA,17918760.0,49041.0,10812255.0,488042.0,29268098.0
2002,CA,18449629.0,50322.0,11118654.0,535424.0,30154029.0
2003,CA,18699434.0,52387.0,11496248.0,562176.0,30810245.0
2004,CA,19255690.0,53643.0,12090263.0,626529.0,32026125.0
2005,CA,19638969.0,55023.0,12793485.0,675336.0,33162813.0
2006,CA,19835554.0,56814.0,13289690.0,726095.0,33908153.0
2007,CA,20037727.0,58088.0,13839571.0,767319.0,34702705.0
2008,CA,19919068.0,59442.0,13504551.0,757793.0,34240854.0
2009,CA,19972837.0,59535.0,14400834.0,776224.0,35209430.0
2010,CA,17977605.0,55532.0,12980991.0,760051.0,31774179.0
2011,CA,14549841.0,36876.0,13771330.0,818650.0,29176697.0
2012,CA,13223822.0,93305.0,13597502.0,787521.11,27702150.11
2013,CA,13822505.0,92884.0,13359688.0,799900.0,28074977.0
2014,CA,14065989.0,93064.0,13713822.0,813771.0,28686646.0
2015,CA,14463569.0,94020.0,14037540.0,828883.0,29424012.0
2016,CA,14768392.0,98622.0,14511913.0,842106.0,30221033.0
2017,CA,14860967.0,99917.0,14991714.0,842543.0,30795141.0
2018,CA,15065827.0,99692.0,15033965.0,822844.0,31022328.0
2019,CA,15207947.612792881,101156.28370656066,15306322.49731685,,30615426.393816292
2020,CA,16331676.241588427,102582.6271875143,15607718.67098286,,32041977.5397588
1980,CO,1739718.0,5709.0,596866.0,112890.0,2455183.0
1981,CO,1836984.0,5872.0,636461.0,122131.0,2601448.0
1982,CO,1843399.0,5197.0,653131.0,118895.0,2620622.0
1983,CO,1939178.0,5666.0,704024.0,118494.0,2767362.0
1984,CO,2007519.0,5648.0,741140.0,114957.0,2869264.0
1985,CO,1893267.0,5714.0,859897.0,110614.0,2869492.0
1986,CO,1878429.0,5575.0,878948.0,108509.0,2871461.0
1987,CO,2068591.0,5579.0,959184.0,113183.0,3146537.0
1988,CO,1987895.0,5519.0,930057.0,105945.0,3029416.0
1989,CO,2148324.0,5515.0,999999.0,112305.0,3266143.0
1990,CO,2114555.0,5526.0,1035290.0,108433.0,3263804.0
1991,CO,1929053.0,5507.0,1110687.0,88868.0,3134115.0
1992,CO,1755696.0,5517.0,1154072.0,88872.0,3004157.0
1993,CO,1793397.0,5566.0,1233125.0,87934.0,3120022.0
1994,CO,1585622.0,5571.0,1158665.0,96483.0,2846341.0
1995,CO,1593928.0,5609.0,1212253.0,88120.0,2899910.0
1996,CO,1900913.0,5686.0,1531509.0,94217.0,3532325.0
1997,CO,1919850.0,5721.0,1597019.0,95162.0,3617752.0
1998,CO,1843385.0,5720.0,1616989.0,97236.0,3563330.0
1999,CO,2053579.0,5803.0,1798766.0,95027.0,3953175.0
2000,CO,1920757.0,5786.0,1699469.0,98297.0,3724309.0
2001,CO,2367565.0,5875.0,2275380.0,194856.0,4843676.0
2002,CO,956817.0,5864.0,1187875.0,1201.0,2151757.0
2003,CO,887647.0,5784.0,1133966.0,8013.0,2035410.0
2004,CO,894582.0,5822.0,1122888.0,8411.0,2031703.0
2005,CO,859018.0,5829.0,943032.0,117159.0,1925038.0
2006,CO,858967.0,5829.0,943027.0,117159.0,1924982.0
2007,CO,785099.0,5820.0,916220.0,111468.0,1818607.0
2008,CO,734665.0,5793.0,877761.0,118486.0,1736705.0
2009,CO,640899.0,5739.0,782836.0,94746.0,1524220.0
2010,CO,1890748.0,9343.0,2280207.0,110563.0,4290861.0
2011,CO,1798922.0,10005.0,2350093.0,173231.0,4332251.0
2012,CO,1746188.0,11759.0,2620068.0,183881.0,4561896.0
2013,CO,1819608.0,11758.0,2667495.0,184549.0,4683410.0
2014,CO,1806485.0,12033.0,2813912.0,188192.0,4820622.0
2015,CO,1822170.0,12666.0,2979130.0,191206.0,5005172.0
2016,CO,1807777.0,12771.0,3105201.0,190592.0,5116341.0
2017,CO,1785058.0,13305.0,3271595.0,190002.0,5259960.0
2018,CO,1798177.0,13303.0,3353669.0,190869.0,5356018.0
2019,CO,1819006.9201360606,,3394153.8418442355,184957.56390563145,5398118.325885927
2020,CO,2074051.5913675874,,3757438.676553563,186849.61158888278,6018339.879510034
1980,CT,1984064.0,8293.0,155138.0,72864.0,2220359.0
1981,CT,1952134.0,8561.0,145821.0,73814.0,2180330.0
1982,CT,2099377.0,9214.0,149384.0,75975.0,2333950.0
1983,CT,2149351.0,8994.0,146757.0,76405.0,2381507.0
1984,CT,2207317.0,9309.0,148875.0,76015.0,2441516.0
1985,CT,2113509.0,8353.0,342988.0,58974.0,2523824.0
1986,CT,2165707.0,8649.0,387993.0,58053.0,2620402.0
1987,CT,2167025.0,8644.0,436380.0,61073.0,2673122.0
1988,CT,2173843.0,8660.0,469424.0,56440.0,2708367.0
1989,CT,2144405.0,8812.0,497926.0,53196.0,2704339.0
1990,CT,2100144.0,8716.0,514106.0,51443.0,2674409.0
1991,CT,2035154.0,8521.0,545102.0,50882.0,2639659.0
1992,CT,1992134.0,8346.0,568684.0,49667.0,2618831.0
1993,CT,1995532.0,8210.0,590627.0,37156.0,2631525.0
1994,CT,1973916.0,8375.0,617198.0,48591.0,2648080.0
1995,CT,1971602.0,8749.0,641905.0,48965.0,2671221.0
1996,CT,1941328.0,9069.0,669823.0,48328.0,2668548.0
1997,CT,1963185.0,9486.0,686847.0,48537.0,2708055.0
1998,CT,1998457.0,9739.0,692437.0,50594.0,2751227.0
1999,CT,1994380.0,10011.0,761780.0,53521.0,2819692.0
2000,CT,2009190.0,10529.0,833730.0,54046.0,2907495.0
2001,CT,2051140.0,10197.0,855531.0,51883.0,2968751.0
2002,CT,2026792.0,10382.0,877657.0,62061.0,2976892.0
2003,CT,2041237.0,10348.0,911955.0,63071.0,3026611.0
2004,CT,2047031.0,10410.0,984151.0,64754.0,3106346.0
2005,CT,2028005.0,10396.0,1020152.0,65110.0,3123663.0
2006,CT,1999809.0,10492.0,1041651.0,64959.0,3116911.0
2007,CT,1988569.0,10591.0,1048170.0,64848.0,3112178.0
2008,CT,2018461.0,10790.0,1064493.0,65845.0,3159589.0
2009,CT,1983114.0,10905.0,1077556.0,65356.0,3136931.0
2010,CT,1985500.0,11064.0,1085447.0,65567.0,3147578.0
2011,CT,1719536.0,7496.0,1003799.0,97963.0,2828794.0
2012,CT,1387079.0,12085.0,1223963.0,83332.0,2706459.0
2013,CT,1474581.0,12379.0,1277524.0,91054.0,2855538.0
2014,CT,1430900.0,12607.0,1333621.0,89332.0,2866460.0
2015,CT,1385867.0,12725.0,1356641.0,86531.0,2841764.0
2016,CT,1352381.0,12587.0,1390343.0,86531.0,2841842.0
2017,CT,1302339.0,11378.0,1422502.0,90131.0,2826350.0
2018,CT,1306709.0,11753.0,1473679.0,87660.0,2879801.0
2019,CT,1313272.1216861976,11927.397329228137,1480403.7655956014,90196.26910197223,2895799.5537129994
2020,CT,1351514.6395695077,12133.696627178842,1496063.1178075348,89245.03472669976,2948956.4887309214
1980,DE,321644.0,1577.0,73906.0,11305.0,408432.0
1981,DE,327035.0,1622.0,76099.0,11558.0,416314.0
1982,DE,333803.0,1634.0,79327.0,11812.0,426576.0
1983,DE,342205.0,1602.0,82996.0,10657.0,437460.0
1984,DE,366024.0,1609.0,91763.0,11421.0,470817.0
1985,DE,364785.0,1680.0,98626.0,9991.0,475082.0
1986,DE,371251.0,1762.0,106652.0,10233.0,489898.0
1987,DE,373340.0,1800.0,115354.0,8928.0,499422.0
1988,DE,382092.0,1796.0,128052.0,8843.0,520783.0
1989,DE,383684.0,1715.0,136192.0,8664.0,530255.0
1990,DE,379370.0,2204.0,144515.0,8867.0,534956.0
1991,DE,375499.0,2164.0,155904.0,9232.0,542799.0
1992,DE,376694.0,2155.0,166133.0,9759.0,554741.0
1993,DE,386153.0,2230.0,166167.0,9810.0,564360.0
1994,DE,388753.0,2176.0,187107.0,9140.0,587176.0
1995,DE,392908.0,2134.0,196866.0,9168.0,601076.0
1996,DE,398155.0,2092.0,205354.0,9985.0,615586.0
1997,DE,403797.0,2045.0,207859.0,9941.0,623642.0
1998,DE,416709.0,2011.0,197772.0,10174.0,626666.0
1999,DE,401917.0,1986.0,211708.0,10704.0,626315.0
2000,DE,400306.0,2042.0,228098.0,10980.0,641426.0
2001,DE,410464.0,2062.0,240559.0,12656.0,665741.0
2002,DE,416503.0,2018.0,255622.0,13820.0,687963.0
2003,DE,419150.0,2073.0,265594.0,15008.0,701825.0
2004,DE,422755.0,2101.0,286183.0,17485.0,728524.0
2005,DE,427740.0,2158.0,306644.0,18987.0,755529.0
2006,DE,432509.0,2167.0,378512.0,22788.0,835976.0
2007,DE,472688.0,2258.0,376277.0,23289.0,874512.0
2008,DE,461882.0,2255.0,403607.0,24453.3,892197.3
2009,DE,463779.0,2254.0,377324.0,25676.0,869033.0
2010,DE,434037.0,2253.0,362722.0,26959.0,825971.0
2011,DE,490696.0,3128.0,405093.0,30498.0,929415.0
2012,DE,442113.0,4465.0,466334.0,30730.0,943642.0
2013,DE,448155.0,4507.0,464724.0,30056.0,947442.0
2014,DE,441745.0,4505.0,481026.0,30392.99,957668.99
2015,DE,438031.0,4365.0,493741.0,28179.0,964316.0
2016,DE,447007.0,4288.0,524387.0,28158.0,1003840.0
2017,DE,419199.0,3763.0,519961.0,27810.0,970733.0
2018,DE,433363.0,3802.0,543231.0,28071.0,1008467.0
2019,DE,447629.5523380384,4270.080335830833,550537.4832584667,,1002437.115932336
2020,DE,447023.9881469583,4245.2600141116945,565684.1986515594,,1016953.4468126295
2017,DC,208141.0,4885.0,128700.0,4290.0,346016.0
2018,DC,209723.0,5088.0,132810.0,4312.0,351933.0
1980,DC,247137.0,2799.0,17629.0,4010.0,271575.0
1981,DC,253403.0,2927.0,16135.0,6230.0,278695.0
1982,DC,262762.0,2808.0,15798.0,5967.0,287335.0
1983,DC,276884.0,2788.0,15638.0,6207.0,301517.0
1984,DC,287004.0,2833.0,15874.0,5283.0,310994.0
1985,DC,281959.0,2949.0,21444.0,4372.0,310724.0
1986,DC,267274.0,2788.0,19298.0,3581.0,292941.0
1987,DC,245852.0,2805.0,19194.0,2926.0,270777.0
1988,DC,239043.0,2805.0,22175.0,2643.0,266666.0
1989,DC,232973.0,2781.0,23180.0,2608.0,261542.0
1990,DC,233590.0,2813.0,25528.0,2560.0,264491.0
1991,DC,213691.0,2818.0,29881.0,2057.0,248447.0
1992,DC,217177.0,2769.0,36460.0,1831.0,258237.0
1993,DC,230163.0,2737.0,30737.0,1757.0,265394.0
1994,DC,214690.0,2792.0,31313.0,1727.0,250522.0
1995,DC,208470.0,2717.0,31508.0,1623.0,244318.0
1996,DC,199722.0,2672.0,35787.0,1600.14,239781.14
1997,DC,196077.0,2622.0,34971.0,1627.0,235297.0
1998,DC,192097.0,2582.0,34037.0,1562.0,230278.0
1999,DC,197070.0,2609.0,35819.0,1489.0,236987.0
2000,DC,200288.0,2629.0,39164.0,1476.0,243557.0
2001,DC,203693.0,2669.0,42500.0,1472.0,250334.0
2002,DC,192595.0,2706.0,42248.0,1465.0,239014.0
2003,DC,184199.0,2789.0,41363.0,1516.0,229867.0
2004,DC,189230.0,2897.0,46675.0,1601.0,240403.0
2005,DC,185059.0,3021.0,49201.0,1191.0,238472.0
2006,DC,168916.0,2889.0,47300.0,1367.0,220472.0
2007,DC,165633.0,2986.0,48902.0,1440.0,218961.0
2008,DC,171255.0,3028.0,49516.0,1478.4,225277.4
2009,DC,166519.0,2900.0,48229.0,1525.0,219173.0
2010,DC,160090.0,2778.0,48785.0,1579.0,213232.0
2011,DC,238504.0,2730.0,71458.0,3539.0,316231.0
2012,DC,207048.0,4302.0,106856.0,4143.65,322349.65
2013,DC,218642.0,4294.0,105667.0,4170.0,332773.0
2014,DC,216156.0,2658.0,111066.0,4450.42,334330.42
2015,DC,200566.0,4569.0,113380.0,4414.0,322929.0
2016,DC,206833.0,4682.0,121149.0,4436.0,337100.0
2019,DC,196836.27948067087,,127101.41737925481,3867.312519972132,327805.00937989785
2020,DC,180301.13691882504,,122818.26946347287,4414.270521415639,307533.67690371355
1980,FL,6196637.0,29260.0,1387642.0,219485.0,7833024.0
1981,FL,6484571.0,30380.0,1459147.0,219983.0,8194081.0
1982,FL,6753616.0,32178.0,1548800.0,226403.0,8560997.0
1983,FL,7113942.0,33276.0,1661268.0,232488.0,9040974.0
1984,FL,7552367.0,34406.0,1807402.0,240879.0,9635054.0
1985,FL,7686336.0,35816.0,2142683.0,232014.0,10096849.0
1986,FL,8054324.0,34208.0,2272980.0,229687.0,10591199.0
1987,FL,8095424.0,34845.0,2553321.0,219521.0,10903111.0
1988,FL,8259530.0,35543.0,2688581.0,199460.0,11183114.0
1989,FL,8416174.0,36247.0,2754483.0,203883.0,11410787.0
1990,FL,8113064.0,36846.0,2799896.0,205827.0,11155633.0
1991,FL,7135394.0,37501.0,2807181.0,196031.0,10176107.0
1992,FL,7194595.0,38135.0,2999606.0,193739.0,10426075.0
1993,FL,7049970.0,38761.0,3080825.0,188846.0,10358402.0
1994,FL,7086485.0,39564.0,3125761.0,182898.0,10434708.0
1995,FL,7097499.0,40264.0,3231632.0,190112.0,10559507.0
1996,FL,7285563.0,41161.0,3440485.0,203334.0,10970543.0
1997,FL,7374840.0,42076.0,3457115.0,209473.0,11083504.0
1998,FL,7437597.0,43077.0,3795715.0,221966.0,11498355.0
1999,FL,7304601.0,44045.0,4041067.0,235716.0,11625429.0
2000,FL,7352705.0,45011.0,4383294.0,255210.0,12036220.0
2001,FL,8937563.0,45621.0,5356918.0,305461.0,14645563.0
2002,FL,8471458.0,46130.0,5446008.0,345490.0,14309086.0
2003,FL,8564237.0,46713.0,5915175.0,392420.0,14918545.0
2004,FL,8440792.0,47337.0,6569344.0,461935.0,15519408.0
2005,FL,8311702.0,48164.0,7331572.0,516126.0,16207564.0
2006,FL,7425148.0,48929.0,8899488.0,588962.0,16962527.0
2007,FL,7189598.0,48607.0,9235703.0,624932.0,17098840.0
2008,FL,8180462.0,50687.0,8230776.0,673434.0,17135359.0
2009,FL,7597789.0,51590.0,7665378.0,669746.0,15984503.0
2010,FL,7295121.0,52512.0,7025174.0,600859.0,14973666.0
2011,FL,7981816.0,34942.0,6878085.0,574346.0,15469189.0
2012,FL,7535856.0,31234.0,7479744.0,619152.0,15665986.0
2013,FL,7425492.0,58744.0,7102047.0,545452.0,15131735.0
2014,FL,7543890.0,59978.0,7342823.0,558123.0,15504814.0
2015,FL,7735060.0,60125.0,7737069.0,572754.0,16105008.0
2016,FL,7855250.0,59808.0,8102611.0,582648.0,16600317.0
2017,FL,7778493.0,59596.0,8534913.0,586267.0,16959269.0
2018,FL,7966091.0,59557.0,8882855.0,587499.0,17496002.0
2019,FL,7890079.357763299,57977.3397383318,8981714.682126062,592393.5667140181,17522164.946341712
2020,FL,8303563.207438927,60613.00073954684,9196129.583987975,602804.6173630514,18163110.4095295
1980,GA,2932464.0,12554.0,873420.0,109033.0,3927471.0
1981,GA,2951022.0,12937.0,888508.0,113030.0,3965497.0
1982,GA,2995234.0,13819.0,906766.0,115395.0,4031214.0
1983,GA,3127837.0,14177.0,1065694.0,105717.0,4313425.0
1984,GA,3349151.0,13578.0,1097670.0,113988.0,4574387.0
1985,GA,3448623.0,14768.0,1116629.0,114081.0,4694101.0
1986,GA,3610910.0,15936.0,1214002.0,120463.0,4961311.0
1987,GA,3698762.0,16938.0,1310520.0,82850.0,5109070.0
1988,GA,3739347.0,17832.0,1439041.0,77908.0,5274128.0
