year,state,Auto,Bus,Truck,Motorcycle,Total_Vehicles
1995,MD,2571508.0,11225.0,1071466.0,38833.0,3693032.0
1996,MD,2570020.0,11362.0,1115776.0,37936.0,3735094.0
1997,MD,2628171.0,11567.0,1146316.0,38701.0,3824755.0
1998,MD,2621923.0,11736.0,1116616.0,42636.0,3792911.0
1999,MD,2665572.0,11476.0,1219249.0,45973.0,3942270.0
2000,MD,2605816.0,11852.0,1229870.0,49403.0,3896941.0
2001,MD,2595892.0,11923.0,1331033.0,54711.0,3993559.0
2002,MD,2523020.0,11945.0,1348960.0,56823.0,3940748.0
2003,MD,2478873.0,12000.0,1385737.0,63994.0,3940604.0
2004,MD,2547973.0,11860.0,1559831.0,72844.0,4192508.0
2005,MD,2596879.0,12064.0,1712870.0,76230.0,4398043.0
2006,MD,2656597.0,12155.0,1819645.0,72625.0,4561022.0
2007,MD,2652872.0,12039.0,1845553.0,78341.6,4588805.6
2008,MD,2650579.0,12133.0,1862521.0,79578.8,4604811.8
2009,MD,2597592.0,12050.0,1873956.0,82909.0,4566507.0
2010,MD,2590777.0,12229.0,1954000.0,80470.0,4637476.0
2011,MD,2088130.0,14558.0,1682819.0,120122.0,3905629.0
2012,MD,1968035.0,15687.0,1877706.0,121306.0,3982734.0
2013,MD,1918606.0,15826.0,1799534.0,121323.0,3855289.0
2014,MD,1989816.0,11392.0,1925599.0,125283.0,4052090.0
2015,MD,1993936.0,13238.0,2001673.0,126311.0,4135158.0
2016,MD,1976021.0,22801.0,2056115.0,123936.0,4178873.0
2017,MD,2006904.0,22972.0,2209445.0,118277.0,4357598.0
2018,MD,1922463.0,23050.0,2141056.0,118277.0,4204846.0
2019,MD,1885680.7151029096,,2250740.380307115,128415.73834031973,4264836.833750345
2020,MD,1891765.5232928616,,2220091.1437407355,131040.41324778275,4242897.08028138
1980,MA,3289836.0,11618.0,447789.0,100615.0,3849858.0
1981,MA,3293324.0,11883.0,452932.0,117526.0,3875665.0
1982,MA,3344896.0,11145.0,451517.0,109106.0,3916664.0
1983,MA,3374962.0,10865.0,453880.0,112597.0,3952304.0
1984,MA,3321357.0,10689.0,456150.0,100640.0,3888836.0
1985,MA,3160325.0,11124.0,566601.0,118828.0,3856878.0
1986,MA,3210163.0,10629.0,620185.0,116568.0,3957545.0
1987,MA,3231722.0,11131.0,643999.0,111870.0,3998722.0
1988,MA,3145487.0,11034.0,661891.0,61631.0,3880043.0
1989,MA,3123778.0,11044.0,669636.0,57651.0,3862109.0
1990,MA,3023956.0,10940.0,690902.0,55730.0,3781528.0
1991,MA,2897572.0,10675.0,755596.0,53649.0,3717492.0
1992,MA,2838604.0,10625.0,814171.0,62991.0,3726391.0
1993,MA,2930804.0,10739.0,895954.0,68466.0,3905963.0
1994,MA,3057686.0,10414.0,958704.0,65983.0,4092787.0
1995,MA,3398334.0,10926.0,1092709.0,74243.0,4576212.0
1996,MA,3543725.0,11320.0,1181419.0,90844.0,4827308.0
1997,MA,3832386.0,11363.0,1226683.0,88800.0,5159232.0
1998,MA,3782940.0,11554.0,1364674.0,99583.0,5258751.0
1999,MA,3822524.0,11710.0,1498954.0,103110.0,5436298.0
2000,MA,3673638.0,11934.0,1579827.0,106718.0,5372117.0
2001,MA,3530955.0,11673.0,1655593.0,114965.0,5313186.0
2002,MA,3636333.0,11398.0,1759115.0,129663.0,5536509.0
2003,MA,3614519.0,12001.0,1852874.0,130355.0,5609749.0
2004,MA,3504943.0,11400.0,1939924.0,136887.0,5593154.0
2005,MA,3367754.0,11721.0,2040731.0,139796.0,5560002.0
2006,MA,3310725.0,11207.0,2063283.0,143853.0,5529068.0
2007,MA,3276019.0,11758.0,2078931.0,144458.0,5511166.0
2008,MA,3236056.0,11241.0,2081052.0,153444.0,5481793.0
2009,MA,3128371.0,11786.0,2121646.0,158217.0,5420020.0
2010,MA,3144691.0,11972.0,2177252.0,159000.0,5492915.0
2011,MA,3180009.0,11590.0,2344721.0,159007.0,5695327.0
2012,MA,2481482.0,11240.0,2333016.0,124121.0,4949859.0
2013,MA,2510780.0,11049.0,2338497.0,125122.0,4985448.0
2014,MA,2438254.0,13224.0,2417692.0,125269.56,4994439.56
2015,MA,2374223.0,11784.0,2515765.0,167829.0,5069601.0
2016,MA,2305471.0,11779.0,2584480.0,167829.0,5069559.0
2017,MA,2208468.0,13498.0,2674324.0,168931.0,5065221.0
2018,MA,2182530.0,13747.0,2696290.0,168931.0,5061498.0
2019,MA,2327768.9073474845,,2767125.5899546803,170775.39005847235,5265669.887360638
2020,MA,2350334.3020873587,,2806178.227900411,179160.9834533911,5335673.51344116
1980,MI,5246057.0,18871.0,1223142.0,255040.0,6743110.0
1981,MI,5004645.0,19705.0,1141250.0,244698.0,6410298.0
1982,MI,5005544.0,20210.0,1224535.0,238542.0,6488831.0
1983,MI,5024521.0,21135.0,1249193.0,233066.0,6527915.0
1984,MI,5071361.0,21587.0,1275569.0,227651.0,6596168.0
1985,MI,5090042.0,21746.0,1614890.0,224347.0,6951025.0
1986,MI,5167003.0,22123.0,1642636.0,238404.0,7070166.0
1987,MI,5163792.0,22183.0,1758691.0,230235.0,7174901.0
1988,MI,5211438.0,22517.0,1907536.0,212355.0,7353846.0
1989,MI,5124535.0,22706.0,1991342.0,190277.0,7328860.0
1990,MI,5116866.0,22865.0,2069486.0,176524.0,7385741.0
1991,MI,5001380.0,23135.0,2220423.0,166125.0,7411063.0
1992,MI,4968319.0,23325.0,2318908.0,153886.0,7464438.0
1993,MI,4924821.0,23630.0,2450107.0,137406.0,7535964.0
1994,MI,4967347.0,23940.0,2582306.0,114396.0,7687989.0
1995,MI,4957127.0,24249.0,2692714.0,127902.0,7801992.0
1996,MI,5090734.0,24604.0,2886517.0,149971.0,8151826.0
1997,MI,5110851.0,24771.0,2888109.0,155673.0,8179404.0
1998,MI,5104781.0,25142.0,2998227.0,154358.0,8282508.0
1999,MI,5069808.0,25536.0,3194300.0,167882.0,8457526.0
2000,MI,5023421.0,25827.0,3386473.0,183592.0,8619313.0
2001,MI,4903195.0,26060.0,3524396.0,199168.0,8652819.0
2002,MI,4874315.0,26329.0,3632991.0,204805.0,8738440.0
2003,MI,4804822.0,26528.0,3708975.0,215698.0,8756023.0
2004,MI,4680729.0,26173.0,3691719.0,228856.0,8627477.0
2005,MI,4753156.0,26187.0,3468104.0,264533.0,8511980.0
2006,MI,4765547.0,26248.0,3362440.0,248002.0,8402237.0
2007,MI,4972114.0,26290.0,3193344.0,268685.0,8460433.0
2008,MI,4388023.0,26374.0,3531074.0,271161.0,8216632.0
2009,MI,4371772.0,26490.0,3514862.0,267388.0,8180512.0
2010,MI,5135712.0,28374.0,4121981.0,280714.0,9566781.0
2011,MI,4742808.0,20209.0,4111481.0,308349.0,9182847.0
2012,MI,3408669.0,8711.0,4114563.0,266489.0,7798432.0
2013,MI,3593751.0,8686.0,4322639.0,267292.0,8192368.0
2014,MI,3445807.0,8640.0,4413477.0,258413.0,8126337.0
2015,MI,3376682.0,8649.0,4651312.0,257465.0,8294108.0
2016,MI,3248359.0,8656.0,4819229.0,256651.0,8332895.0
2017,MI,3257473.0,8737.0,4993400.0,258487.0,8518097.0
2018,MI,3023940.0,8882.0,5095522.0,258487.0,8386831.0
2019,MI,4450850.320692763,,5247901.52843103,,9698751.849123793
2020,MI,778921.2505599409,,5405067.866059617,,6183989.116619558
1980,MN,2314444.0,17093.0,759589.0,169734.0,3260860.0
1981,MN,2327769.0,17176.0,806991.0,183800.0,3335736.0
1982,MN,2338304.0,17166.0,827955.0,172856.0,3356281.0
1983,MN,2407373.0,16914.0,815053.0,171821.0,3411161.0
1984,MN,2276192.0,16657.0,674801.0,167982.0,3135632.0
1985,MN,2477759.0,16766.0,890806.0,173029.0,3558360.0
1986,MN,2245811.0,13408.0,827761.0,137225.0,3224205.0
1987,MN,2279549.0,14062.0,878170.0,147271.0,3319052.0
1988,MN,2255783.0,13978.0,941496.0,123271.0,3334528.0
1989,MN,2271507.0,13215.0,998570.0,118406.0,3401698.0
1990,MN,2393891.0,14488.0,1099558.0,122476.0,3630413.0
1991,MN,2160588.0,14734.0,1097831.0,112367.0,3385520.0
1992,MN,2233602.0,15384.0,1234844.0,105916.0,3589746.0
1993,MN,2333736.0,14728.0,1367639.0,125843.0,3841946.0
1994,MN,2550247.0,16840.0,1490328.0,130043.0,4187458.0
1995,MN,2398697.0,15652.0,1467480.0,117891.0,3999720.0
1996,MN,2273431.0,14618.0,1506705.0,116189.0,3910943.0
1997,MN,2317021.0,13817.0,1596411.0,123858.0,4051107.0
1998,MN,2412412.0,14719.0,1750710.0,128097.0,4305938.0
1999,MN,2265392.0,14664.0,1729661.0,126786.0,4136503.0
2000,MN,2625595.0,14765.0,1989580.0,143055.0,4772995.0
2001,MN,2564940.0,15397.0,1973849.0,152040.0,4706226.0
2002,MN,2503849.0,15107.0,2001358.0,158516.0,4678830.0
2003,MN,2501883.0,16182.0,2007075.0,174706.0,4699846.0
2004,MN,2502190.0,16947.0,2074212.0,188903.0,4782252.0
2005,MN,2505986.0,17412.0,2123525.0,201134.0,4848057.0
2006,MN,2512491.0,17610.0,2174813.0,215664.0,4920578.0
2007,MN,2552023.0,18122.0,2185608.0,229805.0,4985558.0
2008,MN,2543559.0,18202.0,2221730.0,248708.0,5032199.0
2009,MN,2506177.0,18501.0,2271417.0,251379.0,5047474.0
2010,MN,2459074.0,18543.0,2370354.0,255445.0,5103416.0
2011,MN,2248879.0,17519.0,2402947.0,240289.0,4909634.0
2012,MN,2148272.0,12657.0,2696310.0,241768.0,5099007.0
2013,MN,2212406.0,12438.0,2757387.0,237259.0,5219490.0
2014,MN,2162403.0,12700.0,2810679.0,237407.51,5223189.51
2015,MN,2079843.0,19244.0,2933622.0,248560.0,5281269.0
2016,MN,2081723.0,19179.0,3028038.0,229377.0,5358317.0
2017,MN,2146187.0,19980.0,3274930.0,241556.0,5682653.0
2018,MN,1976525.0,20340.0,3165856.0,241556.0,5404277.0
2019,MN,1969202.4436866683,19998.905484991898,3366744.0431170063,250211.88463971208,5606157.276928378
2020,MN,1880268.9207006504,19559.201547414126,3146743.7722921013,265496.6829867705,5312068.577526936
1980,MS,1219147.0,8552.0,349075.0,28459.0,1605233.0
1981,MS,1198295.0,8331.0,369378.0,29282.0,1605286.0
1982,MS,1214950.0,7910.0,370161.0,29472.0,1622493.0
1983,MS,1189446.0,7663.0,363168.0,29075.0,1589352.0
1984,MS,1273830.0,7913.0,386966.0,26390.0,1695099.0
1985,MS,1233853.0,8102.0,504001.0,26359.0,1772315.0
1986,MS,1234992.0,9257.0,525524.0,24594.0,1794367.0
1987,MS,1231138.0,8244.0,521484.0,24492.0,1785358.0
1988,MS,1225472.0,8340.0,553047.0,24812.0,1811671.0
1989,MS,1282686.0,8682.0,575713.0,25983.0,1893064.0
1990,MS,1269280.0,8675.0,597490.0,26090.0,1901535.0
1991,MS,1208822.0,8684.0,669935.0,26198.0,1913639.0
1992,MS,1199865.0,8911.0,745197.0,27147.0,1981120.0
1993,MS,1217879.0,9050.0,772710.0,27674.0,2027313.0
1994,MS,1221038.0,9334.0,832595.0,28527.0,2091494.0
1995,MS,1246128.0,9684.0,887741.0,29636.0,2173189.0
1996,MS,1267644.0,9748.0,907764.0,30162.0,2215318.0
1997,MS,1262969.0,10081.0,960747.0,30857.0,2264654.0
1998,MS,1250200.0,10185.0,995359.0,31138.0,2286882.0
1999,MS,1299441.0,10544.0,1006787.0,32212.0,2348984.0
2000,MS,1318648.0,10374.0,960389.0,31859.0,2321270.0
2001,MS,1147240.0,9234.0,797299.0,26840.0,1980613.0
2002,MS,1136337.0,9255.0,809184.0,27037.0,1981813.0
2003,MS,1138561.0,9238.0,803200.0,26998.0,1977997.0
2004,MS,1123242.0,9320.0,831926.0,27162.0,1991650.0
2005,MS,1118672.0,9418.0,850021.0,27318.0,2005429.0
2006,MS,1118200.0,9521.0,869860.0,27553.0,2025134.0
2007,MS,1141299.0,9605.0,856971.0,27777.0,2035652.0
2008,MS,1155133.0,9681.0,870093.0,28171.0,2063078.0
2009,MS,1155792.0,9591.0,860307.0,28085.0,2053775.0
2010,MS,1143527.0,9577.0,862811.0,27884.0,2043799.0
2011,MS,1050978.0,9012.0,948456.0,28078.0,2036524.0
2012,MS,847669.0,7887.0,1168320.0,28264.0,2052140.0
2013,MS,871806.0,8056.0,1165240.0,28433.0,2073535.0
2014,MS,857667.0,7910.0,1173755.0,28474.0,2067806.0
2015,MS,847173.0,8049.0,1185302.0,28329.0,2068853.0
2016,MS,840737.0,8088.0,1190158.0,28239.0,2067222.0
2017,MS,822864.0,8018.0,1198470.0,28124.0,2057476.0
2018,MS,825338.0,7451.0,1206447.0,28262.0,2067498.0
1980,MO,2432407.0,9889.0,828990.0,105846.0,3377132.0
1981,MO,2466032.0,9503.0,858025.0,105168.0,3438728.0
1982,MO,2540190.0,9766.0,861549.0,99523.0,3511028.0
1983,MO,2541403.0,9673.0,881966.0,94369.0,3527411.0
1984,MO,2595214.0,9835.0,916115.0,89180.0,3610344.0
1985,MO,2577384.0,9759.0,970726.0,83200.0,3641069.0
1986,MO,2635489.0,10022.0,1037883.0,78573.0,3761967.0
1987,MO,2684238.0,10114.0,1018076.0,72500.0,3784928.0
1988,MO,2688959.0,11581.0,1093902.0,65869.0,3860311.0
1989,MO,2689774.0,11576.0,1142632.0,62973.0,3906955.0
1990,MO,2691446.0,11863.0,1201370.0,67751.0,3972430.0
1991,MO,2598722.0,11958.0,1339445.0,60783.0,4010908.0
1992,MO,2532416.0,11713.0,1459933.0,60045.0,4064107.0
1993,MO,2561765.0,12080.0,1491841.0,57171.0,4122857.0
1994,MO,2587720.0,12167.0,1608043.0,56805.0,4264735.0
1995,MO,2562604.0,12256.0,1680163.0,54939.0,4309962.0
1996,MO,2576039.0,12379.0,1799183.0,54118.0,4441719.0
1997,MO,2549791.0,12745.0,1788008.0,55527.0,4406071.0
1998,MO,2600722.0,13166.0,1763632.0,53653.0,4431173.0
1999,MO,2601830.0,13551.0,1788863.0,57329.0,4461573.0
2000,MO,2715215.0,12985.0,1851429.0,60940.0,4640569.0
2001,MO,2490721.0,12424.0,1704693.0,64513.0,4272351.0
2002,MO,2481695.0,11806.0,1741530.0,64179.0,4299210.0
2003,MO,2600169.0,11216.0,1848487.0,73828.0,4533700.0
2004,MO,2698085.0,11514.0,2102497.0,77519.0,4889615.0
2005,MO,2539266.0,11295.0,2038795.0,81396.0,4670752.0
2006,MO,2715297.0,11485.0,2230390.0,85466.0,5042638.0
2007,MO,2675818.0,11078.0,2230097.0,92373.41,5009366.41
2008,MO,2620559.0,10657.0,2234560.0,99081.37,4964857.37
2009,MO,2559639.0,10541.0,2334021.0,104034.0,5008235.0
2010,MO,2578536.0,11084.0,2563805.0,109236.0,5262661.0
2011,MO,2440765.0,16087.0,2572195.0,140947.0,5169994.0
2012,MO,2398353.0,6276.0,3104166.0,175887.0,5684682.0
2013,MO,2484904.0,5458.0,3145571.0,184723.0,5820656.0
2014,MO,2231294.0,5901.0,2941907.0,153799.0,5332901.0
2015,MO,2273098.0,16885.0,3116291.0,217731.0,5624005.0
2016,MO,2247914.0,27569.0,3255462.0,153580.0,5684525.0
2017,MO,2141050.0,27180.0,3262212.0,138294.0,5568736.0
2018,MO,2102216.0,27165.0,3215389.0,153905.0,5498675.0
2019,MO,2095037.9098341337,,3350838.2334767967,,5445876.143310931
2020,MO,2087142.1998804973,,3539599.667259372,,5626741.867139869
1980,MT,419700.0,2075.0,257757.0,34636.0,714168.0
1981,MT,425767.0,2173.0,308212.0,38085.0,774237.0
1982,MT,451097.0,2267.0,304560.0,43675.0,801599.0
1983,MT,486294.0,1701.0,340742.0,33787.0,862524.0
1984,MT,405716.0,1745.0,277401.0,30112.0,714974.0
1985,MT,356086.0,1865.0,294231.0,25897.0,678079.0
1986,MT,372562.0,1849.0,298136.0,27912.0,700459.0
1987,MT,360771.0,1864.0,287127.0,25491.0,675253.0
1988,MT,394359.0,1939.0,326256.0,26126.0,748680.0
1989,MT,415124.0,1967.0,324106.0,26813.0,768010.0
1990,MT,435431.0,2355.0,345367.0,21994.0,805147.0
1991,MT,404194.0,2438.0,359122.0,21185.0,786939.0
1992,MT,442453.0,2799.0,461537.0,22630.0,929419.0
1993,MT,447389.0,2894.0,488937.0,21584.0,960804.0
1994,MT,439358.0,3049.0,507118.0,21517.0,971042.0
1995,MT,441311.0,2994.0,524163.0,20930.0,989398.0
1996,MT,437080.0,2789.0,534092.0,20868.0,994829.0
1997,MT,455140.0,2820.0,521740.0,21406.0,1001106.0
1998,MT,458116.0,2798.0,527363.0,21582.0,1009859.0
1999,MT,455430.0,2811.0,539664.0,22216.0,1020121.0
2000,MT,466659.0,2795.0,556772.0,26511.0,1052737.0
2001,MT,460024.0,2814.0,570246.0,26481.0,1059565.0
2002,MT,466043.0,2841.0,587259.0,29748.0,1085891.0
2003,MT,436686.0,2661.0,571140.0,66017.0,1076504.0
2004,MT,433160.0,2597.0,572944.0,47967.0,1056668.0
2005,MT,433181.0,2598.0,573151.0,47967.0,1056897.0
2006,MT,447446.0,2503.0,616613.0,85874.0,1152436.0
2007,MT,389754.0,2483.0,556291.0,20398.0,968926.0
2008,MT,375757.0,2468.0,548750.0,112443.0,1039418.0
2009,MT,370107.0,2396.0,552447.0,125848.0,1050798.0
2010,MT,351574.0,2368.0,571912.0,126132.0,1051986.0
2011,MT,435575.0,4789.0,731783.0,47011.0,1219158.0
2012,MT,433264.0,3725.0,892746.0,158873.11,1488608.1099999999
2013,MT,444707.0,4428.0,919711.0,171085.0,1539931.0
2014,MT,436581.0,4494.0,960861.0,183894.0,1585830.0
2015,MT,435930.0,4584.0,1007283.0,197430.0,1645227.0
2016,MT,441201.0,4634.0,1058602.0,290295.0,1794732.0
2017,MT,441392.0,4702.0,1111169.0,306655.0,1863918.0
2018,MT,452845.0,4999.0,1093927.0,293567.0,1845338.0
2019,MT,409121.5689383974,4670.222480573317,1044866.2277536392,,1458658.01917261
2020,MT,394508.94005982653,4658.181066311951,1027883.2609292587,,1427050.3820553971
1980,NE,835644.0,3522.0,414929.0,52254.0,1306349.0
1981,NE,803579.0,3611.0,403767.0,50381.0,1261338.0
1982,NE,804626.0,4017.0,406348.0,47334.0,1262325.0
1983,NE,815232.0,4090.0,415269.0,46562.0,1281153.0
1984,NE,829583.0,4110.0,423804.0,45687.0,1303184.0
1985,NE,827214.0,4296.0,426679.0,42729.0,1300918.0
1986,NE,839133.0,4275.0,437238.0,32694.0,1313340.0
1987,NE,864277.0,4515.0,436154.0,31184.0,1336130.0
1988,NE,876110.0,4725.0,447997.0,28662.0,1357494.0
1989,NE,897994.0,4928.0,458802.0,23670.0,1385394.0
1990,NE,904780.0,5026.0,474040.0,22105.0,1405951.0
1991,NE,866514.0,5029.0,532901.0,20667.0,1425111.0
1992,NE,783126.0,5261.0,566663.0,19421.0,1374471.0
1993,NE,820696.0,5794.0,612536.0,18826.0,1457852.0
1994,NE,819124.0,5770.0,632690.0,21072.0,1478656.0
1995,NE,807041.0,5795.0,653799.0,18951.0,1485586.0
1996,NE,807246.0,6255.0,674072.0,18596.0,1506169.0
1997,NE,811678.0,5497.0,689821.0,18063.0,1525059.0
1998,NE,834188.0,5559.0,686251.0,18662.0,1544660.0
1999,NE,833415.0,5797.0,730341.0,19631.0,1589184.0
2000,NE,852481.0,6032.0,760420.0,21159.0,1640092.0
2001,NE,833979.0,6209.0,793262.0,23076.0,1656526.0
2002,NE,841430.0,6456.0,807717.0,25349.0,1680952.0
2003,NE,855407.0,6365.0,815431.0,27233.0,1704436.0
2004,NE,842363.0,6489.0,840220.0,28671.0,1717743.0
2005,NE,836387.0,6655.0,859748.0,31610.0,1734400.0
2006,NE,832511.0,6995.0,893627.0,36966.0,1770099.0
2007,NE,815731.0,7036.0,916305.0,40459.0,1779531.0
2008,NE,816515.0,7212.0,932901.0,43741.0,1800369.0
2009,NE,784194.0,7542.0,1001287.0,50582.0,1843605.0
2010,NE,773080.0,7684.0,1021734.0,51616.0,1854114.0
2011,NE,766395.0,3712.0,1065473.0,51376.0,1886956.0
2012,NE,732238.0,3872.0,1099515.0,52853.0,1888478.0
2013,NE,733008.0,3830.0,1098191.0,56224.0,1891253.0
2014,NE,751544.0,3931.0,1139635.0,52517.0,1947627.0
2015,NE,732856.0,3945.0,1188560.0,55935.0,1981296.0
2016,NE,700277.0,13452.0,1182677.0,55360.0,1951766.0
2017,NE,677040.0,13564.0,1218765.0,55736.0,1965105.0
2018,NE,683020.0,13540.0,1209013.0,55736.0,1961309.0
2019,NE,682572.2831655768,13248.177934364157,1222387.4486965449,,1918207.9097964857
2020,NE,687278.2194291552,13801.051921029662,1236530.1154517578,,1937609.3868019427
1980,NV,471593.0,1526.0,181548.0,19896.0,674563.0
1981,NV,505804.0,1638.0,189736.0,20841.0,718019.0
1982,NV,513450.0,1641.0,194875.0,22361.0,732327.0
1983,NV,527232.0,1653.0,201566.0,21960.0,752411.0
1984,NV,534912.0,1662.0,208108.0,21210.0,765892.0
1985,NV,481804.0,1644.0,225981.0,19838.0,729267.0
1986,NV,514473.0,1725.0,252878.0,19344.0,788420.0
1987,NV,545697.0,1748.0,264525.0,18234.0,830204.0
1988,NV,547383.0,1753.0,271167.0,18438.0,838741.0
1989,NV,546585.0,1744.0,277394.0,17900.0,843623.0
1990,NV,553011.0,1757.0,298676.0,19257.0,872701.0
1991,NV,545584.0,1766.0,333924.0,19833.0,901107.0
1992,NV,546022.0,1784.0,373130.0,19779.0,940715.0
1993,NV,550663.0,1779.0,384785.0,20066.0,957293.0
1994,NV,571055.0,1727.0,411914.0,20610.0,1005306.0
1995,NV,598911.0,1744.0,446571.0,21672.0,1068898.0
1996,NV,619282.0,1708.0,448581.0,22471.0,1092042.0
1997,NV,659079.0,1748.0,484829.0,23781.0,1169437.0
1998,NV,665940.0,1706.0,552631.0,24709.0,1244986.0
1999,NV,620131.0,1771.0,540474.0,23499.0,1185875.0
2000,NV,655592.0,1837.0,562296.0,24912.0,1244637.0
2001,NV,679137.0,1904.0,598787.0,32521.0,1312349.0
2002,NV,650178.0,1834.0,600867.0,35898.0,1288777.0
2003,NV,623886.0,1823.0,596159.0,37206.0,1259074.0
2004,NV,642818.0,1901.0,636705.0,44823.0,1326247.0
2005,NV,673083.0,1845.0,674385.0,50648.0,1399961.0
2006,NV,679828.0,1923.0,684806.0,56973.0,1423530.0
2007,NV,698622.0,2013.0,723687.0,61232.0,1485554.0
2008,NV,699041.0,2783.0,715390.0,65218.0,1482432.0
2009,NV,706912.0,2766.0,687663.0,68738.0,1466079.0
2010,NV,690124.0,2881.0,668666.0,66665.0,1428336.0
2011,NV,1079145.0,3341.0,1000945.0,68976.0,2152407.0
2012,NV,932805.0,3863.0,1124022.0,69640.64,2130330.64
2013,NV,977852.0,3938.0,1150631.0,70675.0,2203096.0
2014,NV,990113.0,3970.0,1174534.0,71880.18,2240497.18
2015,NV,1017534.0,3128.0,1220868.0,74526.0,2316056.0
2016,NV,1047362.0,3128.0,1273607.0,74562.0,2398659.0
2017,NV,1047508.0,3198.0,1328704.0,76032.0,2455442.0
2018,NV,1073760.0,4255.0,1361583.0,74740.0,2514338.0
2019,NV,1148084.2315361851,,1364608.9638138844,75583.46193366217,2588276.6572837317
2020,NV,1164495.4118804664,,1380127.1256427816,76199.64799733328,2620822.1855205814
1980,NH,593996.0,1412.0,108859.0,42347.0,746614.0
1981,NH,638077.0,1435.0,121576.0,54890.0,815978.0
1982,NH,647588.0,1540.0,124436.0,56543.0,830107.0
1983,NH,671966.0,1487.0,129187.0,52871.0,855511.0
1984,NH,722456.0,1506.0,146102.0,56950.0,927014.0
1985,NH,716276.0,1552.0,256065.0,61713.0,1035606.0
1986,NH,605129.0,1572.0,225550.0,37322.0,869573.0
1987,NH,628726.0,1645.0,243640.0,34843.0,908854.0
1988,NH,655453.0,1640.0,235210.0,37857.0,930160.0
1989,NH,652819.0,1670.0,281153.0,36869.0,972511.0
1990,NH,648955.0,1675.0,295113.0,39533.0,985276.0
1991,NH,613873.0,1685.0,290906.0,36692.0,943156.0
1992,NH,598119.0,1698.0,293830.0,34276.0,927923.0
1993,NH,636061.0,1725.0,320955.0,36427.0,995168.0
1994,NH,646432.0,1729.0,343654.0,33338.0,1025153.0
1995,NH,727410.0,1763.0,392855.0,49445.0,1171473.0
1996,NH,736751.0,1832.0,392065.0,51890.0,1182538.0
1997,NH,739132.0,1789.0,386466.0,47312.0,1174699.0
1998,NH,687770.0,1735.0,348960.0,46040.0,1084505.0
1999,NH,678497.0,1713.0,370688.0,47656.0,1098554.0
2000,NH,670394.0,1733.0,379624.0,48651.0,1100402.0
2001,NH,684378.0,1810.0,413352.0,53321.0,1152861.0
2002,NH,681842.0,1796.0,459593.0,57389.0,1200620.0
2003,NH,655831.0,1836.0,487296.0,59692.0,1204655.0
2004,NH,672560.0,1894.0,503858.0,66319.0,1244631.0
2005,NH,652343.0,1914.0,520123.0,68879.0,1243259.0
2006,NH,585455.0,1873.0,472635.0,70778.0,1130741.0
2007,NH,643442.0,1979.0,539421.0,75559.0,1260401.0
2008,NH,650130.0,1978.0,561847.0,80689.0,1294644.0
2009,NH,639635.0,2034.0,570824.0,80826.0,1293319.0
2010,NH,618598.0,2023.0,582353.0,80173.0,1283147.0
2011,NH,594931.0,3206.0,601080.0,79267.0,1278484.0
2012,NH,560416.0,3356.0,658792.0,79877.0,1302441.0
2013,NH,625391.0,2524.0,707409.0,73612.0,1408936.0
2014,NH,559174.0,2818.0,672105.0,76093.0,1310190.0
2015,NH,535188.0,2822.0,684136.0,73991.0,1296137.0
2016,NH,529491.0,2798.0,712175.0,78218.0,1322682.0
2017,NH,505381.0,2871.0,732067.0,78798.0,1319117.0
2018,NH,506959.0,3045.0,757353.0,78962.0,1346319.0
2019,NH,554603.6993998499,2531.857427234405,795380.8162231245,84848.14007034052,1437364.5131205493
2020,NH,568193.4817085981,2886.6526960698548,814096.688646858,89405.04882453277,1474581.8718760586
1980,NJ,4256753.0,12929.0,491675.0,106082.0,4867439.0
1981,NJ,4179738.0,13111.0,503687.0,106085.0,4802621.0
1982,NJ,4389581.0,14423.0,513375.0,104726.0,5022105.0
1983,NJ,4412437.0,15494.0,512743.0,101439.0,5042113.0
1984,NJ,4402243.0,15419.0,478741.0,125727.0,5022130.0
1985,NJ,4402075.0,15059.0,746435.0,127000.0,5290569.0
1986,NJ,4445996.0,16058.0,826435.0,91700.0,5380189.0
1987,NJ,4608732.0,16201.0,894824.0,59082.0,5578839.0
1988,NJ,4723259.0,17427.0,997266.0,89073.0,5827025.0
1989,NJ,4596665.0,17784.0,1021881.0,87298.0,5723628.0
1990,NJ,4553239.0,18004.0,1081139.0,86439.0,5738821.0
1991,NJ,4354315.0,17879.0,1146763.0,86096.0,5605053.0
1992,NJ,4355826.0,18185.0,1217343.0,100274.0,5691628.0
1993,NJ,4348626.0,18679.0,1273570.0,89398.0,5730273.0
1994,NJ,4423973.0,19423.0,1395813.0,87267.0,5926476.0
1995,NJ,4433631.0,19614.0,1453071.0,88634.0,5994950.0
1996,NJ,4397727.0,19432.0,1455653.0,91995.0,5964807.0
1997,NJ,4268888.0,19327.0,1528365.0,94243.0,5910823.0
1998,NJ,4215195.0,19581.0,1545560.0,100564.0,5880900.0
1999,NJ,4341182.0,20565.0,1741011.0,105547.0,6208305.0
2000,NJ,4450719.0,21538.0,1917774.0,111853.0,6501884.0
2001,NJ,4517906.0,22407.0,2039712.0,125747.0,6705772.0
2002,NJ,4502809.0,22483.0,2162626.0,134034.0,6821952.0
2003,NJ,4448660.0,22848.0,2240093.0,140383.0,6851984.0
2004,NJ,4016485.0,23239.0,2184532.0,149911.0,6374167.0
